"sample","experiment_accession","run_accession","sample_accession","experiment_alias","run_alias","sample_alias","experiment_title","sample_title","sample_description"
"SRX5164558","SRX5164558","SRR8354016","SAMN10615859","B190-M12","B190-M12","B190-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B190-M12","Collection Country: USA Collection Year: 2013"
"SRX5164559","SRX5164559","SRR8354017","SAMN10615860","B109-M12","B109-M12","B109-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B109-M12","Collection Country: USA Collection Year: 2012"
"SRX5164560","SRX5164560","SRR8354018","SAMN10615861","B168-M12","B168-M12","B168-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B168-M12","Collection Country: USA Collection Year: 2014"
"SRX5164561","SRX5164561","SRR8354019","SAMN10615862","B182-M12","B182-M12","B182-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B182-M12","Collection Country: USA Collection Year: 2013"
"SRX5164562","SRX5164562","SRR8354020","SAMN10615863","B221-M12","B221-M12","B221-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B221-M12","Collection Country: USA Collection Year: 2014"
"SRX5164563","SRX5164563","SRR8354021","SAMN10615864","B165-M12","B165-M12","B165-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B165-M12","Collection Country: USA Collection Year: 2013"
"SRX5164564","SRX5164564","SRR8354022","SAMN10615865","B146-M12","B146-M12","B146-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B146-M12","Collection Country: USA Collection Year: 2013"
"SRX5164565","SRX5164565","SRR8354023","SAMN10615866","B198-M12","B198-M12","B198-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B198-M12","Collection Country: USA Collection Year: 2012"
"SRX5164566","SRX5164566","SRR8354024","SAMN10615867","B375-M12","B375-M12","B375-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B375-M12","Collection Country: USA Collection Year: 2013"
"SRX5164567","SRX5164567","SRR8354025","SAMN10615868","B224-M12","B224-M12","B224-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B224-M12","Collection Country: USA Collection Year: 2013"
"SRX5164568","SRX5164568","SRR8354026","SAMN10615869","B351-M12","B351-M12","B351-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B351-M12","Collection Country: USA Collection Year: 2013"
"SRX5164569","SRX5164569","SRR8354027","SAMN10615870","B363-M12","B363-M12","B363-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B363-M12","Collection Country: USA Collection Year: 2013"
"SRX5164570","SRX5164570","SRR8354028","SAMN10615871","B325-M12","B325-M12","B325-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B325-M12","Collection Country: USA Collection Year: 2014"
"SRX5164571","SRX5164571","SRR8354029","SAMN10615872","B362-M12","B362-M12","B362-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B362-M12","Collection Country: USA Collection Year: 2012"
"SRX5164572","SRX5164572","SRR8354030","SAMN10615873","B287-M12","B287-M12","B287-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B287-M12","Collection Country: USA Collection Year: 2013"
"SRX5164573","SRX5164573","SRR8354031","SAMN10615874","B405-M12","B405-M12","B405-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B405-M12","Collection Country: USA Collection Year: 2013"
"SRX5164574","SRX5164574","SRR8354032","SAMN10615875","B291-M12","B291-M12","B291-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B291-M12","Collection Country: USA Collection Year: 2013"
"SRX5164575","SRX5164575","SRR8354033","SAMN10615876","B522-M12","B522-M12","B522-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B522-M12","Collection Country: USA Collection Year: 2013"
"SRX5164576","SRX5164576","SRR8354034","SAMN10615877","B582-M12","B582-M12","B582-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B582-M12","Collection Country: USA Collection Year: 2013"
"SRX5164577","SRX5164577","SRR8354035","SAMN10615878","B421-M12","B421-M12","B421-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B421-M12","Collection Country: USA Collection Year: 2013"
"SRX5164578","SRX5164578","SRR8354036","SAMN10615879","B576-M12","B576-M12","B576-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B576-M12","Collection Country: USA Collection Year: 2013"
"SRX5164579","SRX5164579","SRR8354037","SAMN10615880","B590-M12","B590-M12","B590-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B590-M12","Collection Country: USA Collection Year: 2013"
"SRX5164580","SRX5164580","SRR8354038","SAMN10615881","B559-M12","B559-M12","B559-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B559-M12","Collection Country: USA Collection Year: 2013"
"SRX5164581","SRX5164581","SRR8354039","SAMN10615882","B562-M12","B562-M12","B562-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B562-M12","Collection Country: USA Collection Year: 2013"
"SRX5164582","SRX5164582","SRR8354040","SAMN10615883","B547-M12","B547-M12","B547-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B547-M12","Collection Country: USA Collection Year: 2013"
"SRX5164583","SRX5164583","SRR8354041","SAMN10615884","B620-M12","B620-M12","B620-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B620-M12","Collection Country: USA Collection Year: 2013"
"SRX5164584","SRX5164584","SRR8354042","SAMN10615885","B644-M12","B644-M12","B644-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B644-M12","Collection Country: USA Collection Year: 2013"
"SRX5164585","SRX5164585","SRR8354043","SAMN10615886","B608-M12","B608-M12","B608-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B608-M12","Collection Country: USA Collection Year: 2013"
"SRX5164586","SRX5164586","SRR8354044","SAMN10615887","B453-M12","B453-M12","B453-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B453-M12","Collection Country: USA Collection Year: 2013"
"SRX5164587","SRX5164587","SRR8354045","SAMN10615888","B640-M12","B640-M12","B640-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B640-M12","Collection Country: USA Collection Year: 2013"
"SRX5164588","SRX5164588","SRR8354046","SAMN10615889","B425-M12","B425-M12","B425-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B425-M12","Collection Country: USA Collection Year: 2012"
"SRX5164589","SRX5164589","SRR8354047","SAMN10615890","B440-M12","B440-M12","B440-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B440-M12","Collection Country: USA Collection Year: 2012"
"SRX5164590","SRX5164590","SRR8354048","SAMN10615891","B651-M12","B651-M12","B651-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B651-M12","Collection Country: USA Collection Year: 2014"
"SRX5164591","SRX5164591","SRR8354049","SAMN10615892","B645-M12","B645-M12","B645-M12","Illumina HiSeq 2000 paired end sequencing: UWMLBonussub1","B645-M12","Collection Country: USA Collection Year: 2013"
"SRX5164592","SRX5164592","SRR8354050","SAMN10615893","B103-M04","B103-M04","B103-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B103-M04","Collection Country: USA Collection Year: 2012"
"SRX5164593","SRX5164593","SRR8354051","SAMN10615894","B836-M12","B836-M12","B836-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B836-M12","Collection Country: USA Collection Year: 2013"
"SRX5164594","SRX5164594","SRR8354052","SAMN10615895","B069-M04","B069-M04","B069-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B069-M04","Collection Country: USA Collection Year: 2013"
"SRX5164595","SRX5164595","SRR8354053","SAMN10615896","B122-M04","B122-M04","B122-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B122-M04","Collection Country: USA Collection Year: 2012"
"SRX5164596","SRX5164596","SRR8354054","SAMN10615897","B877-M12","B877-M12","B877-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B877-M12","Collection Country: USA Collection Year: 2013"
"SRX5164597","SRX5164597","SRR8354055","SAMN10615898","B050-M04","B050-M04","B050-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B050-M04","Collection Country: USA Collection Year: 2012"
"SRX5164598","SRX5164598","SRR8354056","SAMN10615899","B146-M04","B146-M04","B146-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B146-M04","Collection Country: USA Collection Year: 2012"
"SRX5164599","SRX5164599","SRR8354057","SAMN10615900","B900-M12","B900-M12","B900-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B900-M12","Collection Country: USA Collection Year: 2012-2014"
"SRX5164600","SRX5164600","SRR8354058","SAMN10615901","B109-M04","B109-M04","B109-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B109-M04","Collection Country: USA Collection Year: 2012"
"SRX5164601","SRX5164601","SRR8354059","SAMN10615902","B853-M12","B853-M12","B853-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B853-M12","Collection Country: USA Collection Year: 2013"
"SRX5164602","SRX5164602","SRR8354060","SAMN10615903","B543-M04","B543-M04","B543-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B543-M04","Collection Country: USA Collection Year: 2013"
"SRX5164603","SRX5164603","SRR8354061","SAMN10615904","B221-M04","B221-M04","B221-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B221-M04","Collection Country: USA Collection Year: 2013"
"SRX5164604","SRX5164604","SRR8354062","SAMN10615905","B209-M04","B209-M04","B209-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B209-M04","Collection Country: USA Collection Year: 2013"
"SRX5164605","SRX5164605","SRR8354063","SAMN10615906","B559-M04","B559-M04","B559-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B559-M04","Collection Country: USA Collection Year: 2012"
"SRX5164606","SRX5164606","SRR8354064","SAMN10615907","B272-M04","B272-M04","B272-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B272-M04","Collection Country: USA Collection Year: 2013"
"SRX5164607","SRX5164607","SRR8354065","SAMN10615908","B405-M04","B405-M04","B405-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B405-M04","Collection Country: USA Collection Year: 2012"
"SRX5164608","SRX5164608","SRR8354066","SAMN10615909","B208-M04","B208-M04","B208-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B208-M04","Collection Country: USA Collection Year: 2012"
"SRX5164609","SRX5164609","SRR8354067","SAMN10615910","B562-M04","B562-M04","B562-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B562-M04","Collection Country: USA Collection Year: 2012"
"SRX5164610","SRX5164610","SRR8354068","SAMN10615911","B224-M04","B224-M04","B224-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B224-M04","Collection Country: USA Collection Year: 2012"
"SRX5164611","SRX5164611","SRR8354069","SAMN10615912","B688-M04","B688-M04","B688-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B688-M04","Collection Country: USA Collection Year: 2013"
"SRX5164612","SRX5164612","SRR8354070","SAMN10615913","B640-M04","B640-M04","B640-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B640-M04","Collection Country: USA Collection Year: 2013"
"SRX5164613","SRX5164613","SRR8354071","SAMN10615914","B511-M04","B511-M04","B511-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B511-M04","Collection Country: USA Collection Year: 2013"
"SRX5164614","SRX5164614","SRR8354072","SAMN10615915","B635-M04","B635-M04","B635-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B635-M04","Collection Country: USA Collection Year: 2013"
"SRX5164615","SRX5164615","SRR8354073","SAMN10615916","B928-M04","B928-M04","B928-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B928-M04","Collection Country: USA Collection Year: 2012"
"SRX5164616","SRX5164616","SRR8354074","SAMN10615917","B651-M04","B651-M04","B651-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B651-M04","Collection Country: USA Collection Year: 2013"
"SRX5164617","SRX5164617","SRR8354075","SAMN10615918","B503-M04","B503-M04","B503-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B503-M04","Collection Country: USA Collection Year: 2013"
"SRX5164618","SRX5164618","SRR8354076","SAMN10615919","B634-M04","B634-M04","B634-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B634-M04","Collection Country: USA Collection Year: 2012"
"SRX5164619","SRX5164619","SRR8354077","SAMN10615920","B666-M04","B666-M04","B666-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B666-M04","Collection Country: USA Collection Year: 2012"
"SRX5164620","SRX5164620","SRR8354078","SAMN10615921","B522-M04","B522-M04","B522-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B522-M04","Collection Country: USA Collection Year: 2012"
"SRX5164621","SRX5164621","SRR8354079","SAMN10615922","B645-M04","B645-M04","B645-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B645-M04","Collection Country: USA Collection Year: 2012"
"SRX5164622","SRX5164622","SRR8354080","SAMN10615923","B692-M04","B692-M04","B692-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B692-M04","Collection Country: USA Collection Year: 2013"
"SRX5164623","SRX5164623","SRR8354081","SAMN10615924","B689-M05","B689-M05","B689-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B689-M05","Collection Country: USA Collection Year: 2012"
"SRX5164624","SRX5164624","SRR8354082","SAMN10615925","B991-M04","B991-M04","B991-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B991-M04","Collection Country: USA Collection Year: 2012"
"SRX5164625","SRX5164625","SRR8354083","SAMN10615926","B917-M04","B917-M04","B917-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B917-M04","Collection Country: USA Collection Year: 2013"
"SRX5164626","SRX5164626","SRR8354084","SAMN10615927","B782-M04","B782-M04","B782-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B782-M04","Collection Country: USA Collection Year: 2013"
"SRX5164627","SRX5164627","SRR8354085","SAMN10615928","B050-M05","B050-M05","B050-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B050-M05","Collection Country: USA Collection Year: 2012"
"SRX5164628","SRX5164628","SRR8354086","SAMN10615929","B977-M04","B977-M04","B977-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B977-M04","Collection Country: USA Collection Year: 2012"
"SRX5164629","SRX5164629","SRR8354087","SAMN10615930","B911-M04","B911-M04","B911-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B911-M04","Collection Country: USA Collection Year: 2012"
"SRX5164630","SRX5164630","SRR8354088","SAMN10615931","B620-M05","B620-M05","B620-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B620-M05","Collection Country: USA Collection Year: 2012"
"SRX5164631","SRX5164631","SRR8354089","SAMN10615932","B778-M04","B778-M04","B778-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B778-M04","Collection Country: USA Collection Year: 2012"
"SRX5164632","SRX5164632","SRR8354090","SAMN10615933","B621-M05","B621-M05","B621-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B621-M05","Collection Country: USA Collection Year: 2012"
"SRX5164633","SRX5164633","SRR8354091","SAMN10615934","B190-M04","B190-M04","B190-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B190-M04","Collection Country: USA Collection Year: 2012"
"SRX5164634","SRX5164634","SRR8354092","SAMN10615935","B043-M04","B043-M04","B043-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B043-M04","Collection Country: USA Collection Year: 2013"
"SRX5164635","SRX5164635","SRR8354093","SAMN10615936","B165-M04","B165-M04","B165-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B165-M04","Collection Country: USA Collection Year: 2012"
"SRX5164636","SRX5164636","SRR8354094","SAMN10615937","B178-M04","B178-M04","B178-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B178-M04","Collection Country: USA Collection Year: 2012"
"SRX5164637","SRX5164637","SRR8354095","SAMN10615938","B005-M04","B005-M04","B005-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B005-M04","Collection Country: USA Collection Year: 2012"
"SRX5164638","SRX5164638","SRR8354096","SAMN10615939","B148-M04","B148-M04","B148-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B148-M04","Collection Country: USA Collection Year: 2012"
"SRX5164639","SRX5164639","SRR8354097","SAMN10615940","B906-M12","B906-M12","B906-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B906-M12","Collection Country: USA Collection Year: 2013"
"SRX5164640","SRX5164640","SRR8354098","SAMN10615941","B168-M04","B168-M04","B168-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B168-M04","Collection Country: USA Collection Year: 2013"
"SRX5164641","SRX5164641","SRR8354099","SAMN10615942","B917-M12","B917-M12","B917-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B917-M12","Collection Country: USA Collection Year: 2013"
"SRX5164642","SRX5164642","SRR8354100","SAMN10615943","B198-M04","B198-M04","B198-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B198-M04","Collection Country: USA Collection Year: 2012"
"SRX5164643","SRX5164643","SRR8354101","SAMN10615944","B044-M04","B044-M04","B044-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B044-M04","Collection Country: USA Collection Year: 2012"
"SRX5164644","SRX5164644","SRR8354102","SAMN10615945","B608-M04","B608-M04","B608-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub1","B608-M04","Collection Country: USA Collection Year: 2013"
